procs,n,time,iters,converged
16,2048,0.004481077194213867,3,1
8,2048,0.004652976989746094,3,1
16,2048,0.005160093307495117,3,1
8,2048,0.004116058349609375,3,1
16,2048,0.006525993347167969,3,1
8,2048,0.004452943801879883,3,1
16,2048,0.0029799938201904297,3,1
8,2048,0.004328012466430664,3,1
16,2048,0.005239963531494141,3,1
8,2048,0.004488945007324219,3,1
16,2048,0.0032510757446289062,3,1
8,2048,0.00454401969909668,3,1
16,2048,0.005357027053833008,3,1
8,2048,0.0045320987701416016,3,1
16,2048,0.003962993621826172,3,1
8,2048,0.004343986511230469,3,1
16,2048,0.004918813705444336,3,1
8,2048,0.004533052444458008,3,1
8,2048,0.004194021224975586,3,1
16,2048,0.003523111343383789,3,1
8,2048,0.004171848297119141,3,1
16,2048,0.006445884704589844,3,1
8,2048,0.003964900970458984,3,1
16,2048,0.003367900848388672,3,1
8,2048,0.004271030426025391,3,1
16,2048,0.0029430389404296875,3,1
8,2048,0.004559040069580078,3,1
16,2048,0.004926919937133789,3,1
8,2048,0.004096031188964844,3,1
16,2048,0.0042951107025146484,3,1
8,2048,0.004359006881713867,3,1
16,2048,0.004804134368896484,3,1
8,2048,0.004042148590087891,3,1
16,2048,0.0033729076385498047,3,1
8,2048,0.004317045211791992,3,1
16,2048,0.005584001541137695,3,1
8,2048,0.004246950149536133,3,1
16,2048,0.004915952682495117,3,1
8,2048,0.00421905517578125,3,1
16,2048,0.002696990966796875,3,1
8,2048,0.00445103645324707,3,1
8,2048,0.0042858123779296875,3,1
16,2048,0.0050351619720458984,3,1
8,2048,0.004591941833496094,3,1
16,2048,0.0026378631591796875,3,1
8,2048,0.004210948944091797,3,1
16,2048,0.004739999771118164,3,1
8,2048,0.004534006118774414,3,1
16,2048,0.0046329498291015625,3,1
8,2048,0.00407099723815918,3,1
16,2048,0.0050470829010009766,3,1
8,2048,0.005095005035400391,3,1
16,2048,0.003674030303955078,3,1
8,2048,0.0044078826904296875,3,1
16,2048,0.0051958560943603516,3,1
8,2048,0.0042819976806640625,3,1
16,2048,0.0036268234252929688,3,1
8,2048,0.004205942153930664,3,1
16,2048,0.007178068161010742,3,1
8,2048,0.004179954528808594,3,1
16,2048,0.0031900405883789062,3,1
8,2048,0.004261016845703125,3,1
16,2048,0.004862070083618164,3,1
8,2048,0.004171133041381836,3,1
16,2048,0.0042400360107421875,3,1
8,2048,0.0043468475341796875,3,1
8,2048,0.004168987274169922,3,1
16,2048,0.004807949066162109,3,1
8,2048,0.00435185432434082,3,1
16,2048,0.0036821365356445312,3,1
8,2048,0.004606008529663086,3,1
16,2048,0.004346132278442383,3,1
8,2048,0.004343986511230469,3,1
16,2048,0.004858970642089844,3,1
8,2048,0.004190921783447266,3,1
16,2048,0.005074024200439453,3,1
8,2048,0.00436091423034668,3,1
16,2048,0.0027189254760742188,3,1
8,2048,0.0043871402740478516,3,1
16,2048,0.04941701889038086,3,1
8,2048,0.004365205764770508,3,1
16,2048,0.0034110546112060547,3,1
8,2048,0.004370927810668945,3,1
8,2048,0.004358053207397461,3,1
16,2048,0.006164073944091797,3,1
8,2048,0.004358053207397461,3,1
16,2048,0.002802133560180664,3,1
8,2048,0.00448298454284668,3,1
16,2048,0.0064868927001953125,3,1
16,2048,0.004014015197753906,3,1
16,2048,0.009424924850463867,3,1
16,2048,0.003559112548828125,3,1
16,2048,0.0052220821380615234,3,1
16,2048,0.0038259029388427734,3,1
16,2048,0.0046901702880859375,3,1
16,2048,0.0027039051055908203,3,1
16,2048,0.0027658939361572266,3,1
16,2048,0.00688481330871582,3,1
16,2048,0.004110097885131836,3,1
16,2048,0.00487518310546875,3,1
16,2048,0.0029790401458740234,3,1
16,2048,0.0052568912506103516,3,1
16,2048,0.0034668445587158203,3,1
16,2048,0.0071299076080322266,3,1
16,2048,0.002846956253051758,3,1
16,2048,0.002897977828979492,3,1
16,2048,0.005775928497314453,3,1
16,2048,0.003098011016845703,3,1
16,2048,0.002978086471557617,3,1
16,2048,0.0061070919036865234,3,1
16,2048,0.0028791427612304688,3,1
16,2048,0.004765033721923828,3,1
16,2048,0.007482051849365234,3,1
16,2048,0.004954099655151367,3,1
16,2048,0.003064870834350586,3,1
16,2048,0.0046520233154296875,3,1
16,2048,0.00672602653503418,3,1
16,2048,0.00477290153503418,3,1
16,2048,0.004191875457763672,3,1
16,2048,0.003078937530517578,3,1
16,2048,0.004952907562255859,3,1
2,800,0.015719890594482422,7,1
2,800,0.00900411605834961,6,1
2,800,0.009037017822265625,6,1
2,800,0.012838125228881836,6,1
2,800,0.010438919067382812,7,1
2,800,0.009202003479003906,6,1
2,800,0.008867979049682617,6,1
2,800,0.010317087173461914,7,1
2,800,0.013012170791625977,9,1
2,800,0.009307146072387695,6,1
4,800,0.005232095718383789,5,1
2,800,0.012629985809326172,9,1
4,800,0.006281137466430664,7,1
2,800,0.009001016616821289,6,1
4,800,0.005388021469116211,6,1
2,800,0.010972976684570312,7,1
4,800,0.0063610076904296875,7,1
2,800,0.012564897537231445,9,1
4,800,0.0063021183013916016,7,1
2,800,0.01079702377319336,7,1
4,800,0.005424022674560547,6,1
2,800,0.013909101486206055,7,1
4,800,0.007624149322509766,9,1
2,800,0.009404897689819336,6,1
4,800,0.008494853973388672,10,1
2,800,0.010608911514282227,5,1
4,800,0.005465030670166016,6,1
2,800,0.012163877487182617,6,1
4,800,0.0053691864013671875,6,1
2,800,0.011242866516113281,5,1
4,800,0.00644683837890625,7,1
2,800,0.01647210121154785,8,1
4,800,0.006345987319946289,7,1
2,800,0.011132001876831055,7,1
4,800,0.007691144943237305,9,1
2,800,0.0075719356536865234,5,1
8,800,0.009423017501831055,8,1
4,800,0.005609989166259766,6,1
2,800,0.012833118438720703,8,1
4,800,0.006356954574584961,7,1
2,800,0.008687019348144531,6,1
4,800,0.006499052047729492,7,1
2,800,0.013993024826049805,7,1
8,800,0.005402088165283203,8,1
4,800,0.005557060241699219,6,1
2,800,0.009124040603637695,6,1
4,800,0.009870052337646484,9,1
2,800,0.013164043426513672,7,1
8,800,0.006153106689453125,9,1
2,800,0.013695955276489258,7,1
4,800,0.007094860076904297,8,1
2,800,0.012212991714477539,6,1
4,800,0.00536799430847168,6,1
8,800,0.004079103469848633,6,1
16,800,0.008723020553588867,7,1
2,800,0.008235931396484375,5,1
4,800,0.0061969757080078125,7,1
2,800,0.008218765258789062,5,1
4,800,0.009640932083129883,9,1
2,800,0.012884855270385742,9,1
4,800,0.008793115615844727,9,1
8,800,0.004279136657714844,6,1
16,800,0.005732059478759766,6,1
2,800,0.019553184509277344,12,1
4,800,0.005759000778198242,6,1
2,800,0.013926029205322266,6,1
4,800,0.005300998687744141,6,1
8,800,0.004369974136352539,6,1
2,800,0.011934041976928711,6,1
16,800,0.0065250396728515625,4,1
4,800,0.006349086761474609,7,1
2,800,0.009292840957641602,6,1
4,800,0.006290912628173828,7,1
8,800,0.005581855773925781,8,1
2,800,0.008666038513183594,6,1
4,800,0.005378007888793945,6,1
16,800,0.010281085968017578,5,1
2,800,0.01568603515625,9,1
4,800,0.005707979202270508,6,1
2,800,0.009927034378051758,7,1
8,800,0.004516124725341797,6,1
4,800,0.004987001419067383,5,1
2,800,0.011023998260498047,7,1
16,800,0.0038361549377441406,5,1
4,800,0.005618095397949219,6,1
2,800,0.01047205924987793,7,1
8,800,0.006834983825683594,9,1
4,800,0.004620790481567383,5,1
2,800,0.010958194732666016,5,1
16,800,0.0028221607208251953,5,1
4,800,0.0059871673583984375,6,1
2,800,0.0116729736328125,7,1
8,800,0.004170894622802734,6,1
4,800,0.003954887390136719,4,1
2,800,0.016798019409179688,9,1
16,800,0.0032439231872558594,6,1
4,800,0.005467891693115234,6,1
2,800,0.014287948608398438,7,1
4,800,0.01013493537902832,12,1
2,800,0.009064912796020508,6,1
8,800,0.004321098327636719,6,1
4,800,0.0048370361328125,5,1
2,800,0.013633012771606445,7,1
16,800,0.01259303092956543,6,1
4,800,0.004727840423583984,5,1
2,800,0.01433706283569336,9,1
8,800,0.005053043365478516,7,1
4,800,0.006331920623779297,7,1
2,800,0.010931968688964844,7,1
16,800,0.0032300949096679688,6,1
4,800,0.0047760009765625,5,1
2,800,0.009011030197143555,6,1
8,800,0.00442194938659668,6,1
4,800,0.007930994033813477,9,1
2,800,0.009814023971557617,6,1
4,800,0.007906913757324219,7,1
2,800,0.009102106094360352,6,1
16,800,0.00642704963684082,5,1
8,800,0.006146907806396484,9,1
4,800,0.00533604621887207,6,1
2,800,0.014028072357177734,7,1
2,800,0.01241302490234375,7,1
4,800,0.007526874542236328,9,1
16,800,0.0037300586700439453,7,1
8,800,0.004332065582275391,6,1
2,800,0.011239051818847656,6,1
4,800,0.007822036743164062,9,1
2,800,0.012786865234375,6,1
4,800,0.005417823791503906,6,1
16,800,0.00360107421875,7,1
2,800,0.010259866714477539,6,1
8,800,0.0028688907623291016,4,1
4,800,0.005357027053833008,6,1
2,800,0.013213872909545898,9,1
4,800,0.00722193717956543,8,1
2,800,0.010378122329711914,7,1
16,800,0.006685018539428711,5,1
8,800,0.0028679370880126953,4,1
4,800,0.005536079406738281,6,1
2,800,0.011029958724975586,5,1
4,800,0.0056400299072265625,6,1
2,800,0.006175041198730469,4,1
16,800,0.0032570362091064453,6,1
4,800,0.005639076232910156,6,1
8,800,0.0041790008544921875,6,1
2,800,0.009131908416748047,6,1
4,800,0.004755973815917969,4,1
2,800,0.013337135314941406,9,1
4,800,0.005448102951049805,6,1
8,800,0.002547025680541992,3,1
16,800,0.0027971267700195312,5,1
2,800,0.013875961303710938,7,1
4,800,0.006493091583251953,7,1
2,800,0.012360095977783203,9,1
4,800,0.005656003952026367,6,1
2,800,0.008090019226074219,5,1
16,800,0.005529880523681641,7,1
8,800,0.004232168197631836,6,1
4,800,0.004732847213745117,5,1
2,800,0.009624004364013672,6,1
4,800,0.007974863052368164,9,1
2,800,0.009037017822265625,6,1
8,800,0.00618290901184082,9,1
16,800,0.0027840137481689453,5,1
4,800,0.006630897521972656,7,1
2,800,0.009207963943481445,6,1
4,800,0.004851102828979492,5,1
2,800,0.013660907745361328,7,1
8,800,0.003076791763305664,4,1
2,800,0.013800859451293945,9,1
4,800,0.0046651363372802734,5,1
16,800,0.005180835723876953,5,1
2,800,0.009124040603637695,6,1
4,800,0.006469011306762695,7,1
2,800,0.013321876525878906,7,1
4,800,0.00615692138671875,7,1
8,800,0.0036640167236328125,5,1
16,800,0.0034418106079101562,6,1
2,800,0.012362957000732422,7,1
4,800,0.009948968887329102,10,1
2,800,0.010079145431518555,7,1
4,800,0.00876307487487793,10,1
8,800,0.006318092346191406,9,1
2,800,0.010180950164794922,7,1
4,800,0.005461931228637695,6,1
16,800,0.0034470558166503906,5,1
2,800,0.011306047439575195,7,1
4,800,0.009189844131469727,9,1
8,800,0.006331920623779297,9,1
2,800,0.012805938720703125,9,1
4,800,0.0056760311126708984,6,1
16,800,0.002788066864013672,5,1
2,800,0.013463973999023438,7,1
4,800,0.005450010299682617,6,1
8,800,0.004238128662109375,6,1
2,800,0.014027833938598633,7,1
4,800,0.007972002029418945,9,1
2,800,0.01041102409362793,7,1
16,800,0.007740020751953125,5,1
4,800,0.0055119991302490234,6,1
2,800,0.008838891983032227,6,1
8,800,0.0060269832611083984,9,1
4,800,0.00940394401550293,9,1
2,800,0.010235071182250977,7,1
16,800,0.0035390853881835938,7,1
4,800,0.005558013916015625,6,1
2,800,0.012580156326293945,9,1
8,800,0.004230022430419922,6,1
4,800,0.006065845489501953,7,1
2,800,0.012851953506469727,6,1
4,800,0.008311986923217773,8,1
2,800,0.010598182678222656,7,1
16,800,0.0034852027893066406,7,1
4,800,0.006300926208496094,7,1
8,800,0.004155874252319336,6,1
2,800,0.010718107223510742,7,1
4,800,0.0053861141204833984,6,1
2,800,0.013515949249267578,7,1
16,800,0.006726980209350586,5,1
4,800,0.008595943450927734,10,1
2,800,0.009287118911743164,6,1
8,800,0.0043010711669921875,6,1
4,800,0.007652997970581055,9,1
2,800,0.009348869323730469,6,1
16,800,0.002768993377685547,5,1
2,800,0.013257980346679688,6,1
4,800,0.006276130676269531,7,1
8,800,0.004185914993286133,6,1
2,800,0.009586095809936523,6,1
4,800,0.00683283805847168,8,1
2,800,0.011033058166503906,7,1
4,800,0.006128072738647461,7,1
16,800,0.003615856170654297,7,1
8,800,0.0030732154846191406,4,1
2,800,0.011603832244873047,5,1
4,800,0.006545066833496094,6,1
2,800,0.012218952178955078,7,1
4,800,0.005213022232055664,6,1
16,800,0.00764918327331543,5,1
8,800,0.004730939865112305,7,1
2,800,0.011803865432739258,7,1
4,800,0.006273031234741211,7,1
4,800,0.006153106689453125,7,1
2,800,0.01470494270324707,7,1
8,800,0.00616908073425293,9,1
16,800,0.003361940383911133,6,1
4,800,0.005471944808959961,6,1
2,800,0.01612401008605957,9,1
4,800,0.009078025817871094,9,1
2,800,0.01082301139831543,7,1
4,800,0.014080047607421875,10,1
16,800,0.0036339759826660156,7,1
8,800,0.003515005111694336,5,1
4,800,0.005647897720336914,6,1
4,800,0.00849604606628418,10,1
8,800,0.004224061965942383,6,1
16,800,0.008929014205932617,6,1
4,800,0.0047528743743896484,5,1
4,800,0.006529808044433594,7,1
8,800,0.005375862121582031,8,1
16,800,0.0026998519897460938,5,1
4,800,0.006283998489379883,7,1
4,800,0.0054988861083984375,6,1
8,800,0.006096839904785156,9,1
4,800,0.006918907165527344,7,1
16,800,0.005579948425292969,7,1
4,800,0.006294965744018555,7,1
8,800,0.004297018051147461,6,1
4,800,0.007103919982910156,7,1
16,800,0.0031480789184570312,6,1
4,800,0.007811069488525391,9,1
8,800,0.00625300407409668,9,1
4,800,0.005554914474487305,6,1
16,800,0.002869844436645508,4,1
4,800,0.005479097366333008,6,1
8,800,0.0064389705657958984,9,1
16,800,0.004712104797363281,5,1
8,800,0.004319906234741211,6,1
16,800,0.0027000904083251953,5,1
8,800,0.00415802001953125,6,1
16,800,0.003137826919555664,5,1
8,800,0.005589008331298828,8,1
16,800,0.00548100471496582,6,1
8,800,0.004302978515625,6,1
16,800,0.0063860416412353516,5,1
8,800,0.005418062210083008,8,1
16,800,0.003265857696533203,6,1
8,800,0.0049021244049072266,7,1
16,800,0.006083965301513672,7,1
8,800,0.0060749053955078125,9,1
16,800,0.003793001174926758,5,1
8,800,0.0042650699615478516,6,1
8,800,0.006494045257568359,9,1
16,800,0.1896958351135254,300,0
8,800,0.00636601448059082,9,1
16,800,0.0022788047790527344,4,1
8,800,0.0041599273681640625,6,1
16,800,0.0036110877990722656,7,1
8,800,0.004829883575439453,7,1
16,800,0.002276897430419922,4,1
8,800,0.003729104995727539,5,1
16,800,0.0057141780853271484,5,1
8,800,0.0049648284912109375,7,1
16,800,0.0036911964416503906,7,1
8,800,0.004987955093383789,7,1
16,800,0.003615140914916992,7,1
8,800,0.0059130191802978516,9,1
16,800,0.005140066146850586,6,1
8,800,0.0042171478271484375,6,1
16,800,0.0032830238342285156,6,1
8,800,0.00415802001953125,6,1
16,800,0.002805948257446289,5,1
8,800,0.0024559497833251953,3,1
16,800,0.005609035491943359,6,1
8,800,0.005372047424316406,8,1
16,800,0.003175020217895508,6,1
8,800,0.00426793098449707,6,1
16,800,0.005816936492919922,7,1
8,800,0.006163120269775391,9,1
8,800,0.004311084747314453,6,1
16,800,0.0028290748596191406,5,1
8,800,0.004315853118896484,6,1
16,800,0.007254123687744141,6,1
8,800,0.003796100616455078,5,1
16,800,0.0036780834197998047,7,1
8,800,0.004425048828125,6,1
16,800,0.013701915740966797,7,1
8,800,0.004882097244262695,7,1
16,800,0.00374603271484375,7,1
8,800,0.0029897689819335938,4,1
16,800,0.0037200450897216797,7,1
8,800,0.004205942153930664,6,1
16,800,0.006412982940673828,7,1
8,800,0.006028890609741211,9,1
16,800,0.002833127975463867,5,1
8,800,0.0059659481048583984,9,1
16,800,0.0037271976470947266,7,1
8,800,0.003535032272338867,5,1
16,800,0.0053789615631103516,7,1
8,800,0.006120920181274414,9,1
16,800,0.003614187240600586,7,1
8,800,0.0043239593505859375,6,1
16,800,0.002749919891357422,5,1
8,800,0.006117820739746094,9,1
16,800,0.009083986282348633,7,1
8,800,0.004358053207397461,6,1
16,800,0.0036149024963378906,7,1
8,800,0.006163835525512695,9,1
8,800,0.003007173538208008,4,1
16,800,0.005728960037231445,7,1
16,800,0.0027348995208740234,5,1
8,800,0.007158994674682617,9,1
8,800,0.0043909549713134766,6,1
16,800,0.0033919811248779297,5,1
8,800,0.0051250457763671875,7,1
16,800,0.0068209171295166016,5,1
8,800,0.0042650699615478516,6,1
16,800,0.0032308101654052734,6,1
8,800,0.0059010982513427734,9,1
16,800,0.005786895751953125,5,1
8,800,0.004789113998413086,7,1
16,800,0.0031511783599853516,6,1
8,800,0.006146907806396484,9,1
16,800,0.009040117263793945,5,1
8,800,0.005606174468994141,8,1
16,800,0.0030820369720458984,6,1
8,800,0.00626683235168457,9,1
16,800,0.002791166305541992,5,1
8,800,0.004233121871948242,6,1
16,800,0.008716821670532227,5,1
8,800,0.00428318977355957,6,1
16,800,0.0032410621643066406,6,1
8,800,0.005728006362915039,8,1
16,800,0.0038061141967773438,7,1
8,800,0.0044939517974853516,6,1
8,800,0.004975795745849609,7,1
16,800,0.008155107498168945,7,1
8,800,0.005316019058227539,8,1
16,800,0.0022339820861816406,4,1
8,800,0.0056231021881103516,8,1
16,800,0.0032389163970947266,6,1
8,800,0.004928112030029297,7,1
16,800,0.009078025817871094,7,1
8,800,0.004846096038818359,7,1
16,800,0.0028150081634521484,5,1
8,800,0.0050067901611328125,7,1
16,800,0.0027511119842529297,5,1
8,800,0.00539398193359375,8,1
